time_s,gB_physical_m2,gR_physical_m2,max_safety_slack_m2,solve_time_s,max_constraint_violation,avoidance_active
20.6746099,3.707958825,39.53259716,1.58799706e-05,0.05315131496,0,1
20.96836329,4.317346151,42.13923422,2.181744464e-05,0.04841624701,0,1
21.27358246,5.046761364,44.9426482,2.151756044e-05,0.05310099601,0,1
21.56610918,5.901227003,47.95590955,2.2078559e-05,0.046165573,0,1
21.87284899,6.889035935,51.18671564,1.924820702e-05,0.05243940803,0,1
22.17637777,8.019335193,54.64467768,1.181499632e-05,0.05622726103,0,1
22.49002647,9.303781925,58.33728382,1.177159147e-05,0.07002017304,0,1
22.77313709,10.75319922,62.27733698,1.195087367e-05,0.05246633402,0,1
23.07975483,12.37879377,66.47131487,7.778612302e-06,0.05789684702,0,1
23.38044,14.19131284,70.92547725,1.122907342e-05,0.05995605403,0,1
23.67505169,16.20003455,75.64065224,2.220761423e-05,0.05422031402,0,1
23.97068572,18.41405556,80.62050743,2.228605676e-05,0.04980327899,0,1
24.28954792,20.84026044,85.85916204,2.227993167e-05,0.069392559,0,1
24.56844187,23.48447262,91.35182712,1.212977497e-05,0.048691909,0,1
24.87271142,26.35106422,97.09239302,2.187420102e-05,0.052535603,0,1
25.16942406,29.44272214,103.0731729,2.184091536e-05,0.04795666499,0,1
25.47983289,32.76064397,107.8318892,2.201008705e-05,0.06005083799,0,1
25.77322483,36.30421726,103.3062481,2.21137632e-05,0.05205233197,0,1
26.07332587,40.07671822,98.90090831,1.65927925e-05,0.05172503099,0,1
26.37240839,44.07544222,94.6212243,2.227303209e-05,0.05136213003,0,1
26.67251372,48.30128092,90.47224915,2.214068825e-05,0.05294952705,0,1
26.97352147,52.75728354,86.45350803,2.18750603e-05,0.05144994397,0,1
27.48391962,57.43730071,82.57130573,6.73671951e-06,0.259537323,0,1
27.595891,62.35097107,78.81748023,1.866548236e-05,0.07406019501,0,1
28.08013296,67.49563164,75.18847572,2.741517884e-05,0.256820938,0,1
28.17590451,72.880317,71.66714571,2.189325672e-05,0.056022915,0,1
28.47438526,78.50660066,68.24882226,1.354082406e-05,0.05443805899,0,1
28.7828815,84.38483236,64.92014278,1.630224058e-05,0.06170680898,0,1
29.28725934,90.52559569,61.66998451,2.741520828e-05,0.265497333,0,1
29.58489418,87.46037579,58.48798013,2.741521968e-05,0.264735011,0,1
29.73550367,83.19114611,55.34184732,1.934708002e-05,0.113907357,0,1
29.98966432,78.95390936,52.16133926,2.203182147e-05,0.06841175602,0,1
30.29084134,74.67101745,48.74996973,1.329436417e-05,0.06813753204,0,1
30.57296348,70.31672566,45.35171844,2.107869207e-05,0.05245531001,0,1
30.87186337,65.9741347,42.12861636,1.666424125e-05,0.052167913,0,1
31.38284707,61.74218531,39.0995151,6.736723871e-06,0.261020915,0,1
31.4668293,57.68185326,36.21144747,1.79410099e-05,0.04708435503,0,1
31.76449084,53.80347543,33.40297093,1.325755228e-05,0.04427861597,0,1
32.0830462,50.09621682,30.63134956,1.304931332e-05,0.05933406303,0,1
32.37025619,46.53474016,27.89190875,1.317955619e-05,0.04934938101,0,1
32.88415861,43.10458188,25.21539725,6.73672256e-06,0.259409503,0,1
32.99650097,39.79603929,22.66300909,8.87374645e-06,0.07592251996,0,1
33.28733826,36.61429237,20.31681511,1.240150996e-05,0.06641939899,0,1
33.59281254,33.57716281,18.26214107,1.234879508e-05,0.07134069002,0,1
33.88066602,30.70853103,16.58268129,1.70948513e-05,0.05987328803,0,1
34.18671298,28.03881355,15.35677475,1.102997717e-05,0.062462973,0,1
34.4929862,25.59595389,14.64207217,1.101625747e-05,0.07093253598,0,1
34.76469803,23.4049505,14.46632691,1.540455598e-05,0.044580377,0,1
35.06989455,21.48210331,14.81367191,1.547566263e-05,0.04901750496,0,1
35.36395621,19.8368207,15.53733774,1.622090656e-05,0.04297154595,0,1
35.67429829,18.47139564,15.66074098,1.663312978e-05,0.05417564401,0,1
35.97391438,17.38404174,16.08912005,1.561397304e-05,0.05222548998,0,1
36.26414299,16.5669635,16.77459819,1.579472802e-05,0.044176606,0,1
36.57789445,16.00844278,17.67466974,1.628120035e-05,0.05801601097,0,1
36.86539865,15.69148866,18.75109808,1.628530944e-05,0.04319869896,0,1
37.18055439,15.59292907,19.96702643,1.407542089e-05,0.05921577197,0,1
37.47018075,15.6874253,21.28960722,1.622809421e-05,0.05013204797,0,1
37.77027607,15.94876169,22.69082365,1.411452118e-05,0.05015173799,0,1
38.07488346,15.99116458,24.14319822,1.408483699e-05,0.05414053699,0,1
38.37266612,15.55911265,25.62569374,1.871768016e-05,0.05122050998,0,1
38.66375494,15.27649302,27.11911607,1.960257305e-05,0.04314282199,0,1
38.96906495,15.12638532,28.59945024,2.187891211e-05,0.04797585099,0,1
39.27300334,15.09502825,30.04295721,2.102685047e-05,0.050263279,0,1
39.5708406,14.80678819,31.42203558,2.103978151e-05,0.04561863001,0,1
39.88082838,14.30197697,32.71447903,1.54328052e-05,0.05956813804,0,1
40.18479156,13.93558268,33.89685925,1.518193359e-05,0.06337051897,0,1
40.50884628,13.69781168,34.95199088,1.640842445e-05,0.08856566402,0,1
40.80844593,13.5765427,35.8728315,1.083110105e-05,0.08613729,0,1
41.08210492,13.56137354,36.67384439,1.931476544e-05,0.06076095597,0,1
41.39531374,13.64230963,37.39270419,1.516256439e-05,0.07503387402,0,1
41.70038939,13.80554336,38.07983279,1.641463755e-05,0.08050550497,0,1
42.02661848,14.03943477,38.7991215,1.615959105e-05,0.104866738,0,1
42.31510901,14.32895933,39.60787537,2.102505436e-05,0.09376882704,0,1
42.59521103,14.66296963,40.53978893,1.591937603e-05,0.07587968401,0,1
42.88718891,15.03562213,41.62031071,2.179329767e-05,0.06547176,0,1
43.19745064,15.44109418,42.85848302,2.102879778e-05,0.07702311705,0,1
43.51311898,15.88086789,44.26111714,2.092767758e-05,0.090506048,0,1
43.78832078,16.35861927,45.82865283,1.233246442e-05,0.06653524999,0,1
44.09954596,16.88201238,47.56365728,1.137900865e-05,0.07898285799,0,1
44.40991712,17.45893167,49.4680495,1.137148515e-05,0.08804999298,0,1
44.82378817,18.09849289,51.54866584,2.74151824e-05,0.202916478,0,1
44.9976182,18.81289597,53.81411852,1.140535253e-05,0.07762964,0,1
45.27642989,19.61296275,56.2831812,2.069034324e-05,0.05660001305,0,1
45.58597088,20.51176103,58.97652838,2.095198344e-05,0.06660617999,0,1
45.90113711,21.52597688,61.93268495,1.654112315e-05,0.08008236403,0,1
46.24881172,22.67479931,65.2161213,1.926200726e-05,0.128576426,0,1
46.50672555,23.9924588,68.96155421,2.042388772e-05,0.08684861701,0,1
46.77069402,25.50859385,73.17814268,2.101772772e-05,0.04815633304,0,1
47.07182765,27.22496878,77.80376804,1.955581391e-05,0.05146346003,0,1
47.37088799,29.12589659,82.75813731,1.634089551e-05,0.04956263199,0,1
47.66614151,31.19390242,87.9834987,1.80434347e-05,0.045610303,0,1
47.97466993,33.41922213,93.45365177,1.499607033e-05,0.05410821701,0,1
48.26538086,35.80249623,99.16217627,1.504010544e-05,0.04424914799,0,1
48.57310963,38.34310516,105.1038709,1.860098506e-05,0.05139208795,0,1
48.86755514,41.04596774,111.2678965,1.859086772e-05,0.047261464,0,1
49.16888022,43.91469087,117.6326367,1.858417062e-05,0.04823455698,0,1
49.47015142,46.95305263,124.1689155,1.499003739e-05,0.05018935498,0,1
49.76475525,50.16741635,130.8461651,1.499427361e-05,0.04519444803,0,1
50.06991935,53.56179649,137.6355247,1.499704486e-05,0.05060917098,0,1
50.37225127,57.13951045,144.5117308,1.499852412e-05,0.05190961098,0,1
50.67012668,60.9024412,151.4508203,1.500052573e-05,0.04907965101,0,1
50.97305965,64.84740487,158.4266347,1.500873508e-05,0.05300666601,0,1
51.26407409,68.96990967,165.414266,1.500812305e-05,0.04379195499,0,1
51.5699439,73.26531533,172.3981233,1.500660178e-05,0.04866368603,0,1
51.86725211,77.73074123,179.3803077,1.500524873e-05,0.04699564597,0,1
52.15940452,82.36411208,186.3815988,1.628606197e-05,0.039497605,0,1
52.45946574,87.21053008,193.5002086,1.497454033e-05,0.039685931,0,0
52.76394796,92.30586841,200.8364831,1.497097272e-05,0.04306636698,0,0
53.06335235,97.59964584,208.3644448,1.4967457e-05,0.04244619195,0,0
53.36509442,103.0145436,216.0136462,1.496474064e-05,0.04027720203,0,0
53.65824866,108.4848448,223.7193027,1.497044345e-05,0.03798239602,0,0
53.96687627,113.9674589,231.4371736,1.483725448e-05,0.04532361898,0,0
54.26597834,119.3680247,239.0405282,1.628923297e-05,0.04449340899,0,0
54.56304359,124.6125781,246.4291711,1.628921053e-05,0.04168528802,0,0
54.86696482,129.7299606,253.6408478,1.628919257e-05,0.04479238502,0,0
55.17083573,134.7579425,260.7249505,1.628917958e-05,0.05046375399,0,0
55.46213675,139.7123033,267.6985762,1.62891701e-05,0.04135009198,0,0
55.76842308,144.5710095,274.5291524,1.628914943e-05,0.04687408102,0,0
56.0696137,149.2558353,281.106459,1.628912487e-05,0.04978233902,0,0
56.35664368,153.6261309,287.2379735,1.628910324e-05,0.03716877202,0,0
56.67287135,157.5163374,292.6968472,1.628911623e-05,0.051444943,0,0
56.97369266,160.8126361,297.3296907,1.628946023e-05,0.053264838,0,0
57.27433658,163.4738017,301.082607,1.480148516e-05,0.05412022996,0,0
57.5672822,165.5328282,304.0040753,1.484834098e-05,0.04490087199,0,0
57.87112403,167.2027864,306.3878402,1.481290991e-05,0.04924129299,0,0
58.17080951,168.77019,308.6256276,1.478801936e-05,0.05142372701,0,0
58.46238923,170.3496472,310.8745195,1.627530589e-05,0.041750626,0,0
58.77486634,171.9410798,313.1342022,1.482175535e-05,0.05436813598,0,0
59.07316303,173.5446666,315.405076,1.479200753e-05,0.053992111,0,0
59.39138603,175.1606319,317.6876151,1.479430782e-05,0.07130758301,0,0
59.67620397,176.7885156,319.980617,1.627272676e-05,0.05558951601,0,0
59.97811437,178.4288173,322.2852994,1.627451702e-05,0.05764584796,0,0
60.27654815,180.0816551,324.6018995,1.4859036e-05,0.05510392803,0,0
60.5792582,181.7465378,326.9293106,1.6225954e-05,0.05972620705,0,0
60.88526988,183.4238969,329.2685472,1.483515911e-05,0.06417412503,0,0
61.18225837,185.1137133,331.619597,1.521376611e-05,0.06248270802,0,0
61.48941922,186.8163123,333.9831738,1.571312934e-05,0.06936577102,0,0
61.77649784,188.5308369,336.357562,1.621117493e-05,0.05395873002,0,0
62.07132101,190.2582794,338.7448456,1.670112752e-05,0.04946443997,0,0
62.36636043,191.9979386,341.1436723,1.717016622e-05,0.04644167301,0,0
62.67754102,193.7495915,343.5537026,1.644162564e-05,0.05781959003,0,0
62.97266388,195.5141562,345.9767622,1.688334847e-05,0.05325023399,0,0
63.28087568,197.2911493,348.4119724,1.731696867e-05,0.05960650701,0,0
63.57230139,199.0806841,350.8595939,1.771517472e-05,0.05126896198,0,0
63.87561202,200.8823505,353.3189321,1.807080443e-05,0.05566510005,0,0
64.1810112,202.6970241,355.791604,1.863601355e-05,0.06042110501,0,0
64.47605228,204.5233803,358.2752929,1.916263355e-05,0.05569580599,0,0
64.79809475,206.3626652,360.772235,1.960583992e-05,0.07716611499,0,0
65.09889722,208.2143797,363.2815761,2.002839037e-05,0.07817933796,0,0
65.38528156,210.0781945,365.8027852,2.039234396e-05,0.06420727697,0,0
65.69132972,211.954529,368.336602,2.061226291e-05,0.07146497699,0,0
65.98199916,213.843288,370.8828805,2.203767906e-05,0.06136234902,0,0
66.31028771,215.7444726,373.4416356,1.222035517e-05,0.084960206,0,0
66.58094192,217.658109,376.0129203,1.239387961e-05,0.06086458295,0,0
66.87418652,219.5841122,378.5966042,1.25653264e-05,0.05385310802,0,0
67.17527628,221.5223322,381.1924547,1.273357583e-05,0.05476170598,0,0
67.48423457,223.473196,383.8011581,1.291062621e-05,0.063494178,0,0
